product_name,brands,stores,nutriscore_grade,nutrition_score_fr,energy_kcal,fat_100g,saturated_fat_100g,sugars_100g,salt_100g,fiber_100g,proteins_100g,labels,origins,categories,url,code,has_label_bio,nutrient_density,scoring_nutritionnel_personnalise,qualite_nutritionnelle
Sourdough Bread - Superb Sprouted Grains n°7,Jason'S,"Tesco,Ocado",B,,233.0,1.1,0.113,1.463,0.46431,2.026,9.3,,,"Plant-Based Foods And Boissons,Plant-Based Foods,Cereales And Potatoes,Breads,Sourdough Bread",https://world.openfoodfacts.org/product/5025125000129/sourdough-bread-superb-sprouted-grains-n-7-jason-s,5025125000129,False,19.64090027817584,223.25,Bon
"Alpro® Mandeldrink Ungesüßt, 1 L, FRESH",Alpro,Rewe,B,,13.0,1.1,0.1,0.0,0.13,0.4,0.4,"No Gluten, Vegetarien, Vegetalien, European Vegetarien Union, European Vegetarien Union Vegetalien, Fsc, Fsc Mix, Green Dot, En:Low-Fat",Espagne,"Plant-Based Foods And Boissons, Dairy Substitutes, Getränke, Getränke Und Getränkezubereitungen, Mandelmilch, Milchersatz, Nussmilch, Nüsse Und Nussprodukte, Pflanzenmilch, Pflanzliche Getränke, Pflanzliche Lebensmittel, Pflanzliche Lebensmittel Und Getränke, Ungezuckerte Getränke, En:Almond-Based-Drinks",https://world.openfoodfacts.org/product/5411188112778/alpro-mandeldrink-ungesusst-1-l-fresh,5411188112778,False,8.666666666666666,12.299999999999999,Bon
"Alpro Mandeldrink Weiß Ungesüßt, Ungeröstet 1 LT",Alpro,"Carrefour,Delhaize,Kaufland,Carrefour.Fr,Rewe",B,,13.0,1.1,0.1,0.0,0.14,0.2,0.5,"Peu Ou Pas De Sucre,Sans Gluten,Végétarien,Sans Conservateurs,Végétalien,Union Végétarienne Européenne,Union Végétarienne Européenne Végétalien,Fsc,Sans Sucre Ajouté,Sans Colorants,Sans Lactose,Sans Sucre,Nutriscore,Nutriscore B",,"Boissons Et Préparations De Boissons,Aliments Et Boissons À Base De Végétaux,Boissons,Aliments D'Origine Végétale,Substituts De Produits Laitiers,Substituts Du Lait,Fruits À Coques Et Dérivés,Boissons À Base De Végétaux,Boissons Végétales,Boissons Végétales De Fruits À Coque,Boissons Sans Sucre Ajouté,Laits D'Amande,Laits D'Amande Natures Non Sucrés",https://world.openfoodfacts.org/product/5411188122661/alpro-mandeldrink-weiss-ungesusst-ungerostet-1-lt,5411188122661,False,8.125,12.4,Bon
Coco Sans Sucres,Alpro,,B,,14.0,1.2,1.1,0.0,0.07,0.0,0.1,"Com Pouca Ou Sem Gordura,Baixo Ou Nenhum Açúcar,Baixo Teor De Gordura,Sem Adoçantes Artificiais,Produto Pasteurizado,Fonte De Cálcio,Low Energy,Sem Açúcar,Nutriscore,Nutri-Score Grau B,Fonte De Vitamina B12,Fonte De Vitamina D",,"En:Boissons And Boissons Preparations,Alimentos E Bebidas À Base De Plantas,Bebidas,En:Dairy Substitutes,Substitutos Do Leite,Bebidas À Base De Plantas,Leites De Planta,Produtos Pasteurizados,Bebidas De Coco",https://world.openfoodfacts.org/product/5411188128311/coconut-unsweetened-alpro,5411188128311,False,10.769230769230768,15.0,Bon
Le pain au Seigle,Carrefour,"Carrefour, Carrefour.Fr",B,,221.0,1.2,0.3,3.4,1.2,6.3,7.1,"Source De Fibres Alimentaires, Riche En Fibres, Nutriscore, Nutriscore A",,"Aliments Et Boissons À Base De Végétaux, Aliments D'Origine Végétale, Céréales Et Pommes De Terre, Pains, Pains De Seigle",https://world.openfoodfacts.org/product/3560070879762/le-pain-au-seigle-carrefour,3560070879762,False,18.88888888888889,211.3,Bon
LBEN CARTON PASTEURISER,Jaouda,,B,,45.0,1.3,0.9,0.0,0.0,0.0,3.2,En:No-Gluten,,"Boissons,Produits Laitiers,Produits Fermentés,Produits Laitiers Fermentés,Boissons Lactées,Laits,Boissons Fermentées,Boissons Lactées Fermentées,Lait Fermenté À Boire Nature Maigre",https://world.openfoodfacts.org/product/6111242101050/lben-carton-pasteuriser-jaouda,6111242101050,False,10.0,42.699999999999996,Bon
Leben,Jaouda,Marjane,B,,43.7,1.3,0.9,0.0,0.0,0.0,3.2,,Morocco,"Boissons, Produits Laitiers, Produits Fermentés, Produits Laitiers Fermentés, Boissons Lactées, Boissons Fermentées, Boissons Lactées Fermentées, Lait Fermenté À Boire Nature Maigre, Leben",https://world.openfoodfacts.org/product/6111242100022/leben-jaouda,6111242100022,False,9.711111111111112,41.4,Bon
Céréales Méditerranéennes,Tipiak,"Leclerc,Magasins U, Carrefour.Fr",B,,146.0,1.3,0.2,2.0,0.7,2.7,4.9,"Fabriqué En France, Nutriscore, Nutriscore A",Aucune Indication,"Aliments Et Boissons À Base De Végétaux,Aliments D'Origine Végétale,Céréales Et Pommes De Terre,Céréales Et Dérivés,Plats Préparés,Assortiments D'Aliments,Assortiments De Céréales - Grains Et Légumes Secs,Céréales Et Dérivés",https://world.openfoodfacts.org/product/3165440008935/cereales-mediterraneennes-sec-tipiak,3165440008935,False,17.804878048780488,140.6,Bon
Pain complet seigle,Bjorg,"Monoprix,Intermarché,Magasins U,Carrefour.Fr",B,,198.0,1.3,0.2,4.0,1.1,10.0,4.6,"Bio, Bio Européen, De-Öko-001, Agriculture Ue, Fabriqué En Allemagne, Nutriscore, Nutriscore A, Ab Agriculture Biologique, Triman","Union Européenne,Allemagne","Aliments Et Boissons À Base De Végétaux, Aliments D'Origine Végétale, Céréales Et Pommes De Terre, Pains, Pains De Seigle, Pains Complets",https://world.openfoodfacts.org/product/3229820019208/pain-complet-seigle-bjorg,3229820019208,True,20.000000000000004,187.6,Bon
Almond No Sugars,Acti Leaf,Aldi,B,,15.2,1.32,0.2,0.0,0.13,0.12,0.6,"Vegetarien, Vegetalien, Fsc, Fsc Mix, Tetra Pak - Protects What'S Good, En:New-Recipe",Not Indicated.,"Plant-Based Foods And Boissons,Boissons,Plant-Based Foods,Dairy Substitutes,Milk Substitutes,Nuts And Their Products,Plant-Based Boissons,Plant-Based Milk Alternatives,Nut-Based Drinks,Unsweetened Boissons,Almond-Based Drinks",https://world.openfoodfacts.org/product/4061459332896/almond-no-sugars-acti-leaf,4061459332896,False,7.916666666666667,14.679999999999998,Bon
Raîbi,Jaouda,,B,,75.3,1.38,0.8,13.5,0.0,0.0,2.48,,,"Produits Laitiers,Produits Fermentés,Produits Laitiers Fermentés,Desserts,Desserts Lactés,Desserts Lactés Fermentés,Yaourts,Yaourt À Boire De Grenadine",https://world.openfoodfacts.org/product/6111242100930/raibi-jaouda,6111242100930,False,4.337557603686636,87.11999999999999,Bon
Ladid fraise,Jaouda,,B,,95.0,1.4,0.0,9.4,0.0,0.0,3.2,,,"Ar:B, En:Fruit-Yogurts",https://world.openfoodfacts.org/product/6111242105669/ladid-fraise-jaouda,6111242105669,False,6.785714285714286,101.2,Bon
Chergui Lait,Chergui,"Marjane,Aswak Salam,Bim",B,,45.5,1.5,1.0,0.0,0.1,0.0,3.1,"Nourri Sans Soja,Chergui,Sans Conservateurs",Maroc,"Produits Laitiers,Produits Fermentés,Produits Laitiers Fermentés,Desserts,Desserts Lactés,Laits (Fluide Et Poudre),Desserts Lactés Fermentés,Laits,Boissons-Au-Lait",https://world.openfoodfacts.org/product/6111126005580/chergui-lait,6111126005580,False,9.891304347826088,43.4,Bon
Almendra,Hacendado,Mercadona,B,,16.0,1.5,0.3,0.0,0.08,0.0,0.5,"Baixo Ou Nenhum Açúcar,Produto Pasteurizado,Ponto Verde,Sem Açúcar,Es:Recicla Amarillo,En:No Artificial Sweeteners",,"En:Boissons And Boissons Preparations,Alimentos E Bebidas À Base De Plantas,Bebidas,Alimentos À Base De Plantas,En:Dairy Substitutes,Substitutos Do Leite,Nozes E Seus Produtos,Bebidas À Base De Plantas,Leites De Planta,Leites De Frutos Secos,Produtos Pasteurizados,Bebidas Não Adoçadas,Bebidas De Amêndoa",https://world.openfoodfacts.org/product/8480000239266/almendra-hacendado,8480000239266,False,8.0,15.8,Bon
حليب كونديا 1 لتر,Candia,,B,,45.0,1.5,1.0,0.0,0.1,0.0,3.0,"No Gluten, Verified, En:Calcium-Source",,"Produits Laitiers, Laits, Laits Homogénéisés, Laits Demi-Écrémés, Laits Uht, Laits Écrémés, Lait Candia",https://world.openfoodfacts.org/product/6130433000019/le-lait-candia,6130433000019,False,10.0,43.0,Bon
Tartines craquantes quinoa - pois chiche,Jardin Bio,Supercoop,B,,378.0,1.6,0.5,0.6,0.5,4.7,9.6,"Sans Gluten, Bio, Épi Barré, Bio Européen, 1% Pour La Planète, Dzg Glutenfrei, Fr-Bio-01, Fabriqué En France, Sans Sucre Ajouté, Nutriscore, Nutriscore A, Ab Agriculture Biologique, Triman",,"Plant-Based Foods And Boissons, Plant-Based Foods, Snacks, Cereales And Potatoes, Extruded Crispbreads, En:Crispbreads",https://world.openfoodfacts.org/product/06153153/tartines-craquantes-quinoa-pois-chiche-jardin-bio,6153153,True,32.03389830508475,364.8,Bon
,"Délisse, Marque Repère, Leclerc",Leclerc,B,,47.0,1.6,1.0,4.8,0.1,0.5,3.3,En:French-Milk,France,"Produits Laitiers, Milks, Homogenized Milks, Semi-Skimmed Milks, Uht Milks, Semi-Skimmed Milk Uht",https://world.openfoodfacts.org/product/3564700005552/delisse,3564700005552,False,4.845360824742269,49.0,Bon
Fines Tartines farine de Seigle,Jacquet,Magasins U,B,,224.0,1.6,0.3,3.8,1.2,8.7,7.1,"Nutriscore, Nutriscore A","Origine Ue,Fabriqué Aux Pays Bas","Aliments Et Boissons À Base De Végétaux, Aliments D'Origine Végétale, Céréales Et Pommes De Terre, Pains",https://world.openfoodfacts.org/product/3029330004240/fines-tartines-farine-de-seigle-jacquet,3029330004240,False,17.92,212.3,Bon
BjORG AMANDE ALMOND SANS SUGRES- NO SUGAR,Bjorg,"Magasins U,Intermarché,Auchan,Carrefour.Fr",B,,25.0,1.7,0.2,0.5,0.05,0.5,0.7,"Low Or No Sugar, Bio, Certified By Ecocert, Eu Bio, 100% Vegetable, Calcium Source, Certified B Corporation, Fsc, Fsc Mix, It-Bio-007, Made In Italie, No Added Sugar, No Palm Oil, Nutriscore, Nutriscore Grade B, Ab Agriculture Biologique, Fr:Pauvre En Acides Gras Saturés",Union Européenne Et Non Union Européenne,"Plant-Based Foods And Boissons, Boissons, Plant-Based Foods, Dairy Substitutes, Milk Substitutes, Nuts And Their Products, Plant-Based Boissons, Plant-Based Milk Alternatives, Nut-Based Drinks, Almond-Based Drinks, Unsweetened Plain Almond-Based Drinks",https://world.openfoodfacts.org/product/3229820787015/amande-sans-sucre-bjorg,3229820787015,True,8.620689655172415,24.5,Bon
Puy Lentils & French green lentils,Merchant Gourmet,Tesco,B,,138.0,1.7,0.3,1.0,0.01,7.4,8.9,"Vegetarien, Vegetalien, High Proteins, Vegetarien Society Approved, Vegetarien Society Approved Vegetalien",,"Plant-Based Foods And Boissons, Plant-Based Foods, Legumes And Their Products, Legumes, Seeds, Legume Seeds, Meals, Pulses, Prepared Vegetables, Cooked Vegetables, Lentils, Green Lentils, Cooked Lentils, Prepared Lentils",https://world.openfoodfacts.org/product/5018095011271/puy-lentils-french-green-lentils-merchant-gourmet,5018095011271,False,11.89655172413793,123.00000000000001,Bon
Soya Unsweetened plant based,Lidl,,B,,33.0,1.7,0.2,0.5,0.02,0.2,3.0,"Vegetarien, Vegetalien, No Added Sugar, No Lactose, Nutriscore, Nutriscore Grade B, En:European-Vegetarien-Union",,"Plant-Based Foods And Boissons, Boissons, Plant-Based Foods, Legumes And Their Products, Dairy Substitutes, Milk Substitutes, Plant-Based Boissons, Plant-Based Milk Alternatives, Legume-Based Drinks, Soy-Based Drinks, En:Unsweetened-Natural-Soy-Milks",https://world.openfoodfacts.org/product/4056489695363/soya-unsweetened-plant-based-lidl,4056489695363,False,6.346153846153846,30.500000000000004,Bon
Malted Bloomer,Village Bakery,Aldi,B,,251.0,1.7,0.1,4.9,0.48,4.1,8.5,"Vegetarien, No Palm Oil",,"Plant-Based Foods And Boissons, Plant-Based Foods, Cereales And Potatoes, Breads, White Breads, Bread White From Wheat Flour Of The Highest Grade Gost 26987-86",https://world.openfoodfacts.org/product/4088600184197/malted-bloomer-village-bakery,4088600184197,False,16.62251655629139,243.4,Bon
Tartines craquantes sarrasin,Céréal Bio,"Carrefour,Magasins U,Leclerc,Carrefour.Fr",B,,370.0,1.7000000476837,0.40000000596046,1.5,0.47999998927116,3.5,12.0,"Bio, Eu Bio, No Preservatives, Non-Eu Agriculture, Cz-Bio-001, Eu Agriculture, Eu/Non-Eu Agriculture, Fr-Bio-01, Fr-Bio-10, Green Dot, Made In France, No Colorings, Nutriscore, Nutriscore Grade A, Ab Agriculture Biologique, Verified, En:Low-Sugar","France,Union Européenne","Aliments Et Boissons À Base De Végétaux,Aliments D'Origine Végétale,Snacks,Céréales Et Pommes De Terre,Tartines Craquantes Extrudées",https://world.openfoodfacts.org/product/3175681037854/tartines-craquantes-sarrasin-cereal-bio,3175681037854,True,24.34210518679463,356.40000000596046,Bon
Soyamilch,Danone,"Carrefour Market,Carrefour,Auchan,Rewe,Franprix",B,,39.0,1.8,0.3,2.5,0.09,0.5,3.0,"No Gluten,Fsc,No Lactose,Vegetalien","France,Italie,Canada","Boissons Et Préparations De Boissons,Aliments Et Boissons À Base De Végétaux,Boissons,Aliments D'Origine Végétale,Légumineuses Et Dérivés,Substituts De Produits Laitiers,Substituts Du Lait,Boissons À Base De Végétaux,Boissons Végétales,Boissons Végétales De Légumineuses,Boissons Végétales De Soja,Boissons De Soja Nature Sucrées,Boissons De Soja Nature Non Sucrées,Boisson Au Soja Nature Enrichie En Calcium",https://world.openfoodfacts.org/product/5411188115472/alpro-soya-natur-danone,5411188115472,False,5.342465753424658,38.3,Bon
Shreddies,Nestle,,B,,364.0,1.8,0.3,13.0,0.72,12.0,11.0,"Vegetarien, Vegetalien, The Vegetalien Society",,"Plant-Based Foods And Boissons, Plant-Based Foods, Petits-Dejeuners, Cereales And Potatoes, Cereales And Their Products, Breakfast Cereales, Extruded Cereales",https://world.openfoodfacts.org/product/7613287152183/shreddies-nestle,7613287152183,False,14.108527131782946,354.3,Bon
"Alpro Sojadrink, Ungesüßt 1L",Danone,"Delhaize,Kaufland,Leclerc,In'S Mercato",B,,33.0,1.8,0.3,0.0,0.09,0.6,3.3,"Sans Gluten,Végétarien,Végétalien,Sans Lactose,Nutriscore,Nutriscore A",France,"Boissons Et Préparations De Boissons,Aliments Et Boissons À Base De Végétaux,Boissons,Aliments D'Origine Végétale,Légumineuses Et Dérivés,Substituts De Produits Laitiers,Substituts Du Lait,Boissons À Base De Végétaux,Boissons Végétales,Boissons Végétales De Légumineuses,Boissons Sans Alcool,Boissons Sans Sucre Ajouté,Boissons Végétales De Soja,Boissons De Soja Nature Non Sucrées,Boisson Au Soja Nature Enrichie En Calcium",https://world.openfoodfacts.org/product/5411188115496/alpro-sojadrink-ungesusst-1l-danone,5411188115496,False,6.470588235294118,29.4,Bon
Grape-Nuts,Post,,B,,362.0,1.8,0.3,8.9,1.0,12.0,11.2,"Végétarien,Sans Sucre Ajouté",États-Unis,"Aliments Et Boissons À Base De Végétaux,Aliments D'Origine Végétale,Petit-Déjeuners,Céréales Et Pommes De Terre,Céréales Et Dérivés,Céréales Pour Petit-Déjeuner,Céréales Pour Petit Déjeuner Riches En Fibres",https://world.openfoodfacts.org/product/0884912005502/grape-nuts-post,884912005502,False,16.529680365296805,348.0,Bon
Shreddies,Nestle,,B,,364.0,1.8,0.3,12.5,0.72,12.0,10.8,"Végétarien,Végétalien,The Vegetalien Society",,"Aliments Et Boissons À Base De Végétaux,Aliments D'Origine Végétale,Petit-Déjeuners,Céréales Et Pommes De Terre,Céréales Et Dérivés,Céréales Pour Petit-Déjeuner,Céréales Extrudées",https://world.openfoodfacts.org/product/7613287136053/shreddies-nestle,7613287136053,False,14.50199203187251,354.0,Bon
Blanc de Poulet - 25% de Sel*,Fleury Michon,"Super U,Magasins U,Carrefour.Fr",B,,103.0,1.9,0.5,0.5,1.4,0.5,21.0,"Peu Ou Pas De Sel, Peu De Sel, Sans Gluten, Allégé En Sel, Moins 25% De Sel, Nutriscore, Nutriscore B, 100% Filet, Alimentation Minérale & Végétale, Alimentation Végétale Minérale Et Vitamines",,"Viandes Et Dérivés, Charcuteries, Charcuteries Cuites, Blancs De Volaille En Tranches, Blancs De Poulet En Tranches",https://world.openfoodfacts.org/product/3095757697105/blanc-de-poulet-25-de-sel-fleury-michon,3095757697105,False,4.401709401709402,82.5,Bon
Pure Basmati Rice,Tilda,"Delhaize,Woolworths,Waitrose,Sainsbury’S,Aldi,Ocado,Tesco,Lidl",B,,143.0,1.92,0.48,0.08,0.024,0.72,2.88,"No Gluten, Vegetarien, Vegetalien",,"Plant-Based Foods And Boissons, Plant-Based Foods, Cereales And Potatoes, Seeds, Cereales And Their Products, Meals, Cereal Grains, Rices, Aromatic Rices, Indica Rices, Long Grain Rices, Basmati Rices",https://world.openfoodfacts.org/product/5011157888101/pure-basmati-rice-tilda,5011157888101,False,29.30327868852459,139.96,Bon
Bran Flakes,"Crownfield, Lidl",Lidl,B,,362.0,2.0,0.5,13.2,0.63,17.2,11.1,"Vegetarien, No Artificial Flavors, No Artificial Preservatives, Source Of Fibre, Green Dot, High Fibres, No Artificial Colors, No Artificial Colours Or Flavours, En:Nutriscore",,"Plant-Based Foods And Boissons, Plant-Based Foods, Petits-Dejeuners, Cereales And Potatoes, Cereales And Their Products, Breakfast Cereales, Flakes, Cereal Flakes, Extruded Cereales, Extruded Flakes, Breakfast Cereales Rich In Fibre, Extruded Wheat Flakes",https://world.openfoodfacts.org/product/20621483/bran-flakes-crownfield,20621483,False,13.76425855513308,347.4,Bon
HERTA Blanc Poulet Nature conservation sans nitrite x4 -140g,Herta,Carrefour.Fr,B,,105.6,2.0,0.7,0.0,1.5,0.0,21.0,"Fabriqué En France,Nutriscore,Nutriscore B, Triman",Union Européenne,"Viandes And Their Products, Viandes, Prepared Viandes, Fr:Charcuteries Cuites, Poultry Hams, En:Chickens, Préparations De Viande, Préparations Au Poulet, Blancs De Poulet En Tranches",https://world.openfoodfacts.org/product/3154230800965/blanc-de-poulet-herta,3154230800965,False,4.591304347826087,85.3,Bon
Tilda Steamed Brown Basmati Rice,Tilda,Woolworths,B,,129.0,2.1,0.5,0.2,0.03,3.0,2.8,"No Gluten,No Artificial Flavors,No Artificial Preservatives,No Artificial Colors",,"Plant-Based Foods And Boissons,Plant-Based Foods,Cereales And Potatoes,Rices,Aromatic Rices,Indica Rices,Long Grain Rices,Brown Rices,Basmati Rices,Brown Basmati Rices",https://world.openfoodfacts.org/product/5011157888132/tilda-steamed-brown-basmati-rice,5011157888132,False,25.294117647058822,123.89999999999999,Bon
Soja à la fraise,Alpro,"Sainsbury'S,Tesco Extra,Lidl,Kaufland,Rewe",B,,68.0,2.1,0.4,7.9,0.23,1.0,3.6,"Peu Ou Pas De Matière Grasse, Peu De Matière Grasse, Sans Gluten, Végétarien, Sans Ogm, Source De Protéines, Végétalien, 100% Végétal, Source De Calcium, Contient Du Soja, Ne Pas Congeler, Union Végétarienne Européenne, Union Végétarienne Européenne Végétalien, Riche En Protéines, Sans Lactose, Nutriscore, Nutriscore A, Riche En Protéines Végétales, The Vegetalien Society, Sans Ajout De Produit Laitiers",,"Aliments Et Boissons À Base De Végétaux, Produits Fermentés, Substituts De Produits Laitiers, Desserts, Produits Veganes, Desserts Végétaliens, Produits Végétaux Fermentés, Desserts Végétaliens Fermentés, Desserts De Jus De Soja Fermenté, Yaourts De Soja Aux Fruits, Yaourts De Soja À La Fraise",https://world.openfoodfacts.org/product/5411188114536/soja-a-la-fraise-alpro,5411188114536,False,4.999999999999999,71.70000000000002,Bon
"Alpro Fermentiertes Sojaprodukt, rote Früchte mit Datteln, ohne Zuckerzusatz 400g",Alpro,"Mercadona,Tegut",B,,65.0,2.1,0.4,5.7,0.23,1.1,3.7,"Niedrig Oder Kein Fett, Fettarm, Glutenfrei, Vegetarisch, Proteinquelle, Vegetalien, 100% Pflanzlich, Kalziumquelle, Enthält Soja, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegetalien, Grüner Punkt, Proteinreich, Ohne Zuckerzusatz, Laktosefrei, Nutriscore, Nutriscore Note A, Reich An Pflanzlichem Eiweiß, Ohne Zusatz Von Milchprodukten",,"Pflanzliche Lebensmittel Und Getränke, Fermentierte Lebensmittel, En:Dairy Substitutes, Desserts, En:Vegetalien Products, Milchfreie Nachtische, Fermentierte Lebensmittel Ohne Milch, Pflanzenbasierte Joghurts, Sojajoghurt, Frucht-Soja-Joghurts",https://world.openfoodfacts.org/product/5411188136347/alpro-fermentiertes-sojaprodukt-rote-fruchte-mit-datteln-ohne-zuckerzusatz-400g,5411188136347,False,5.6521739130434785,66.30000000000001,Bon
Vanille au soja,Alpro,"Magasins U,Delhaize,E.Leclerc,Monoprix,Sainsbury'S,Carrefour,Carrefour.Fr,Carrefour Market,Σκλαβενίτης",B,,66.9,2.2,0.4,7.5,0.2,0.9,3.7,"Sans Gluten,Végétarien,Source De Protéines,Végétalien,Source De Calcium,Entreprise B Certifiée,Riche En Protéines,Sans Lait,Sans Huile De Palme",,"Aliments Et Boissons À Base De Végétaux,Produits Fermentés,Substituts De Produits Laitiers,Desserts,Produits Veganes,Desserts Végétaliens,Produits Végétaux Fermentés,Desserts Végétaliens Fermentés,Desserts De Jus De Soja Fermenté",https://world.openfoodfacts.org/product/5411188103387/vanilla-alpro,5411188103387,False,4.992537313432836,70.20000000000002,Bon
Bran Flakes,Kellogg'S,Sainsbury'S,B,,358.0,2.2,0.4,14.0,0.66,17.0,11.0,Kascher,,"Aliments Et Boissons À Base De Végétaux,Aliments D'Origine Végétale,Petit-Déjeuners,Céréales Et Pommes De Terre,Céréales Et Dérivés,Céréales Pour Petit-Déjeuner,Flocons,Flocons De Céréales,Céréales Extrudées,Flocons Extrudés,Pétales De Blé,Céréales Pour Petit Déjeuner Riches En Fibres",https://world.openfoodfacts.org/product/5000127062092/bran-flakes-kellogg-s,5000127062092,False,13.161764705882353,344.4,Bon
Danone ALPRO® Joghurt Soja Heidelbeere 400g,"Alpro, Danone","Rewe,Consum,Mercadona",B,,70.0,2.2,0.4,7.9,0.15,1.0,3.7,"Glutenfrei, Vegetarisch, Vegetalien, Zertifizierte B Corporation, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegetalien, Laktosefrei, Nutriscore, Nutriscore Note A",,"Pflanzliche Lebensmittel Und Getränke, Milchprodukte, Fermentierte Lebensmittel, Fermentierte Milch, En:Dairy Substitutes, Desserts, En:Vegetalien Products, Milchnachspeisen, Milchfreie Nachtische, Fermentierte Lebensmittel Ohne Milch, En:Fermented Dairy Desserts, Pflanzenbasierte Joghurts, Sojajoghurt, Frucht-Soja-Joghurts, Heidelbeer-Soja-Joghurt",https://world.openfoodfacts.org/product/5411188137993/blueberry-yogurt-alpro,5411188137993,False,5.0724637681159415,73.60000000000001,Bon
Soft Pittas Easy to Fill Wholemeal,Warburtons,,B,,240.0,2.22,0.635,3.97,0.905,5.4,11.9,,,"Plant-Based Foods And Boissons,Plant-Based Foods,Cereales And Potatoes,Breads,Wholemeal-Soft-Pitta,Flatbreads",https://world.openfoodfacts.org/product/5010044010144/soft-pittas-easy-to-fill-wholemeal-warburtons,5010044010144,False,13.266998341625207,227.30499999999998,Bon
50/50 Medium Bread,Kingsmill,Asda,B,,235.0,2.25,0.5,3.5,0.931,4.75,9.5,"Vegetarien,Halal,Kasher,Vegetalien,Carbon Trust,Carbon Trust Reducing Co2,Halal Food Authority,Sephardi Kashrut Autority",,"Plant-Based Foods And Boissons,Plant-Based Foods,Cereales And Potatoes,Breads,Sliced Breads",https://world.openfoodfacts.org/product/5010092093441/50-50-medium-bread-kingsmill,5010092093441,False,15.40983606557377,224.75,Bon
Ciecierzyca chickpea,Freshona,Lidl,B,,117.0,2.4,0.5,1.2,0.0,5.0,6.3,"Vegetarien, Vegetalien, European Vegetarien Union, European Vegetarien Union Vegetalien, Nutriscore, Nutriscore Grade A",,"Plant-Based Foods And Boissons, Plant-Based Foods, Legumes And Their Products, Canned Foods, Legumes, Seeds, Canned Plant-Based Foods, Legume Seeds, Pulses, Chickpeas, Canned Legumes, Canned Chickpeas",https://world.openfoodfacts.org/product/20468583/ciecierzyca-chickpea-freshona,20468583,False,11.81818181818182,107.4,Bon
French Inspired Lentils,Worldwide Foods,Aldi,B,,119.0,2.4,0.3,2.1,0.79,5.2,7.2,"Source Of Fibre,High Fibres,Low Saturated Fat,No Artificial Flavourings Or Preservatives",,"Plant-Based Foods And Boissons,Plant-Based Foods,Legumes And Their Products,Legumes,Seeds,Legume Seeds,Meals,Pulses,Lentils,Prepared Lentils",https://world.openfoodfacts.org/product/4088600206714/french-inspired-lentils-worldwide-foods,4088600206714,False,10.170940170940172,108.99999999999999,Bon
Classic Chicken Soup,Covent Garden,,B,,53.9,2.5,1.5,0.893,0.5,0.464,3.71,,,"Meals,Soups,Reheatable Soups",https://world.openfoodfacts.org/product/5056053305703/classic-chicken-soup-covent-garden,5056053305703,False,7.588342953681543,52.119,Bon
Organic Almond milk,Plenish,,B,,29.0,2.5,0.2,0.0,0.0975,0.5,1.0,,,"Plant-Based Foods And Boissons, Boissons, Plant-Based Foods, Dairy Substitutes, Milk Substitutes, Nuts And Their Products, Plant-Based Boissons, Plant-Based Milk Alternatives, Nut-Based Drinks, Almond-Based Drinks",https://world.openfoodfacts.org/product/5060362071594/organic-almond-milk-plenish,5060362071594,False,8.285714285714286,27.7,Bon
Organic & unsweetened Almond,Plenish,Sainsbury'S,B,,29.0,2.5,0.2,0.0,0.1,0.5,1.0,"Bio, Eu Bio, Eu Agriculture, Fr-Bio-01, Fsc, Made In The Eu, Soil Association Bio",Espagne,"Plant-Based Foods And Boissons, Boissons, Plant-Based Foods, Produits Laitiers, Dairy Substitutes, Milk Substitutes, Nuts And Their Products, Plant-Based Boissons, Milks, Plant-Based Milk Alternatives, Nut-Based Drinks, Almond-Based Drinks",https://world.openfoodfacts.org/product/5060362070474/organic-unsweetened-almond-plenish,5060362070474,True,8.285714285714286,27.7,Bon
Finn Crisp - Original,"Lantmännen,Finn Crisp","Coop,Spar,Rewe,Lidl,Aldi",B,,350.0,2.6,0.5,1.6,1.4,20.0,10.0,"Ballaststoffquelle,Ballaststoffreich",Europäische Union,"Pflanzliche Lebensmittel Und Getränke,Pflanzliche Lebensmittel,Getreide Und Kartoffeln,Brote,Knäckebrote",https://world.openfoodfacts.org/product/6410500090014/finn-crisp-original-200-g-lantmannen,6410500090014,False,24.647887323943664,322.1,Bon
Soja nature sans sucre ajouté bio,Bjorg,"Intermarché,Magasins U,Monoprix,Carrefour.Fr",B,,43.0,2.6,0.6,0.5,0.03,0.5,3.9,"Low Or No Sugar, Bio, Eu Bio, No Gmos, Non-Eu Agriculture, Certified B Corporation, Ch-Bio-006, Eco-Score, Eco-Score A, Eu Agriculture, Eu/Non-Eu Agriculture, Fsc, Fsc Mix, It-Bio-005, It-Bio-006, It-Bio-007, Made In Italie, Made In Swiss, No Added Sugar, Nutriscore, Nutriscore Grade A, Ab Agriculture Biologique, Fr:Origine France, Fr:Facile-A-Digerer, Fr:Proteines-Vegetales, En:No-Sugar",Italie,"Boissons Et Préparations De Boissons,Aliments Et Boissons À Base De Végétaux,Boissons,Aliments D'Origine Végétale,Légumineuses Et Dérivés,Substituts De Produits Laitiers,Substituts Du Lait,Boissons À Base De Végétaux,Boissons Végétales,Boissons Végétales De Légumineuses,Boissons Végétales De Soja,Boissons De Soja Nature Non Sucrées",https://world.openfoodfacts.org/product/3229820019604/soja-no-sugar-bjorg,3229820019604,True,6.142857142857143,39.7,Bon
